"","trait.x","gene_ID","eQTL_chr","pos","eQTL_start","eQTL_end","min_eQTL_LOD","max_eQTL_LOD","gene_CHROM","gene_start","gene_end","trait.y","chrom","subject","AGI","At_symbol","model","B.napus_GO_term","GO_des","QTL_start","QTL_end","eQTL_genetic_start","eQTL_genetic_end","QTL_genetic_start","QTL_genetic_end"
"1113","BnaC03g58170D","BnaC03g58170D","chrC03",150.9044396,34772032,50238583,7.89143746710456,9.75970320498263,"chrC03",47559705,47559916,"vaccenic_acid","C03","AT3G63052.1","AT3G63052"," unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","scanone",NA,NA,29855026,53746996,150.9044396,150.9044396,137.5738833,175.6966444
"1114","BnaC03g59100D","BnaC03g59100D","chrC03",158.1912871,35231068,50238583,5.91273147478152,10.7688182265092,"chrC03",48398092,48399411,"Linolenic_acid","C03","AT1G30170.1","AT1G30170"," Protein of unknown function (DUF295) ","scanone",NA,NA,35231068,53755234,158.1912871,158.1912871,152.6891344,175.1003194
"1115","BnaC03g59100D","BnaC03g59100D","chrC03",158.1912871,35231068,50238583,5.91273147478152,10.7688182265092,"chrC03",48398092,48399411,"vaccenic_acid","C03","AT1G30170.1","AT1G30170"," Protein of unknown function (DUF295) ","scanone",NA,NA,29855026,53746996,158.1912871,158.1912871,137.5738833,175.6966444
"1116","BnaC03g59120D","BnaC03g59120D","chrC03",161,43350715,50238583,4.72141268330153,7.26903205240057,"chrC03",48417178,48419130,"Linolenic_acid","C03","AT1G30130.1","AT1G30130"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1365 (InterPro:IPR010775); Has 1789 Blast hits to 1789 proteins in 449 species: Archae - 0; Bacteria - 824; Metazoa - 0; Fungi - 6; Plants - 39; Viruses - 0; Other Eukaryotes - 920 (source: NCBI BLink). ","scanone",NA,NA,35231068,53755234,161,161,152.6891344,175.1003194
"1117","BnaC03g59120D","BnaC03g59120D","chrC03",161,43350715,50238583,4.72141268330153,7.26903205240057,"chrC03",48417178,48419130,"vaccenic_acid","C03","AT1G30130.1","AT1G30130"," unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1365 (InterPro:IPR010775); Has 1789 Blast hits to 1789 proteins in 449 species: Archae - 0; Bacteria - 824; Metazoa - 0; Fungi - 6; Plants - 39; Viruses - 0; Other Eukaryotes - 920 (source: NCBI BLink). ","scanone",NA,NA,29855026,53746996,161,161,137.5738833,175.6966444
"1118","BnaC03g59220D","BnaC03g59220D","chrC03",157,43350715,50238583,23.857976864017,33.6416759768341,"chrC03",48474263,48476206,"Linolenic_acid","C03",NA,NA,NA,"scanone",NA,NA,35231068,53755234,157,157,152.6891344,175.1003194
"1119","BnaC03g59220D","BnaC03g59220D","chrC03",157,43350715,50238583,23.857976864017,33.6416759768341,"chrC03",48474263,48476206,"vaccenic_acid","C03",NA,NA,NA,"scanone",NA,NA,29855026,53746996,157,157,137.5738833,175.6966444
"1120","BnaC03g59230D","BnaC03g59230D","chrC03",157,43350715,50238583,23.857976864017,33.6416759768341,"chrC03",48476741,48477965,"Linolenic_acid","C03",NA,NA,NA,"scanone",NA,NA,35231068,53755234,157,157,152.6891344,175.1003194
"1121","BnaC03g59230D","BnaC03g59230D","chrC03",157,43350715,50238583,23.857976864017,33.6416759768341,"chrC03",48476741,48477965,"vaccenic_acid","C03",NA,NA,NA,"scanone",NA,NA,29855026,53746996,157,157,137.5738833,175.6966444
"1122","BnaC03g59300D","BnaC03g59300D","chrC03",159,47404826,50238583,34.0969423613677,66.8288599508444,"chrC03",48587945,48594953,"Linolenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",35231068,53755234,159,159,152.6891344,175.1003194
"1123","BnaC03g59300D","BnaC03g59300D","chrC03",159,47404826,50238583,34.0969423613677,66.8288599508444,"chrC03",48587945,48594953,"vaccenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",29855026,53746996,159,159,137.5738833,175.6966444
"1124","BnaC03g59310D","BnaC03g59310D","chrC03",159,43350715,50238583,16.9232797816198,27.8828558184677,"chrC03",48595130,48606946,"Linolenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",35231068,53755234,159,159,152.6891344,175.1003194
"1125","BnaC03g59310D","BnaC03g59310D","chrC03",159,43350715,50238583,16.9232797816198,27.8828558184677,"chrC03",48595130,48606946,"vaccenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",29855026,53746996,159,159,137.5738833,175.6966444
"1126","BnaC03g59390D","BnaC03g59390D","chrC03",158.1912871,33515508,50238583,2.66562912625213,4.86528787156957,"chrC03",48630892,48636496,"Linolenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation",35231068,53755234,158.1912871,158.1912871,152.6891344,175.1003194
"1127","BnaC03g59390D","BnaC03g59390D","chrC03",158.1912871,33515508,50238583,2.66562912625213,4.86528787156957,"chrC03",48630892,48636496,"vaccenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation",29855026,53746996,158.1912871,158.1912871,137.5738833,175.6966444
"1128","BnaC03g59400D","BnaC03g59400D","chrC03",160,47404826,50238583,20.0615356557897,29.7584569801094,"chrC03",48637799,48641256,"Linolenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",35231068,53755234,160,160,152.6891344,175.1003194
"1129","BnaC03g59400D","BnaC03g59400D","chrC03",160,47404826,50238583,20.0615356557897,29.7584569801094,"chrC03",48637799,48641256,"vaccenic_acid","C03","AT1G29720.1","AT1G29720"," Leucine-rich repeat transmembrane protein kinase ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation",29855026,53746996,160,160,137.5738833,175.6966444
"1130","BnaC03g59440D","BnaC03g59440D","chrC03",158.1912871,43350715,50238583,12.0806254015479,18.8356395826234,"chrC03",48688751,48701990,"Linolenic_acid","C03","AT1G29750.2","AT1G29750"," receptor-like kinase in flowers 1 ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation",35231068,53755234,158.1912871,158.1912871,152.6891344,175.1003194
"1131","BnaC03g59440D","BnaC03g59440D","chrC03",158.1912871,43350715,50238583,12.0806254015479,18.8356395826234,"chrC03",48688751,48701990,"vaccenic_acid","C03","AT1G29750.2","AT1G29750"," receptor-like kinase in flowers 1 ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation",29855026,53746996,158.1912871,158.1912871,137.5738833,175.6966444
"1132","BnaC03g59450D","BnaC03g59450D","chrC03",160,43350715,50238583,10.0543436826405,12.6346093175521,"chrC03",48703331,48705161,"Linolenic_acid","C03","AT1G29760.1","AT1G29760"," Putative adipose-regulatory protein (Seipin) ","scanone",NA,NA,35231068,53755234,160,160,152.6891344,175.1003194
"1133","BnaC03g59450D","BnaC03g59450D","chrC03",160,43350715,50238583,10.0543436826405,12.6346093175521,"chrC03",48703331,48705161,"vaccenic_acid","C03","AT1G29760.1","AT1G29760"," Putative adipose-regulatory protein (Seipin) ","scanone",NA,NA,29855026,53746996,160,160,137.5738833,175.6966444
"1134","BnaC03g59570D","BnaC03g59570D","chrC03",159,43350715,50238583,14.2654731796733,25.2725496340273,"chrC03",48775606,48777999,"Linolenic_acid","C03","AT1G30000.1","AT1G30000"," alpha-mannosidase 3 ","scanone","GO:0005509;GO:0016020","calcium ion binding;membrane",35231068,53755234,159,159,152.6891344,175.1003194
"1135","BnaC03g59570D","BnaC03g59570D","chrC03",159,43350715,50238583,14.2654731796733,25.2725496340273,"chrC03",48775606,48777999,"vaccenic_acid","C03","AT1G30000.1","AT1G30000"," alpha-mannosidase 3 ","scanone","GO:0005509;GO:0016020","calcium ion binding;membrane",29855026,53746996,159,159,137.5738833,175.6966444
"1136","BnaC03g59640D","BnaC03g59640D","chrC03",158,35231068,50238583,5.41039090866402,8.48342967109384,"chrC03",48886777,48890909,"Linolenic_acid","C03","AT1G30330.2","AT1G30330"," auxin response factor 6 ","scanone","GO:0003677;GO:0005634;GO:0009725;GO:0046983","DNA binding;nucleus;response to hormone;protein dimerization activity",35231068,53755234,158,158,152.6891344,175.1003194
"1137","BnaC03g59640D","BnaC03g59640D","chrC03",158,35231068,50238583,5.41039090866402,8.48342967109384,"chrC03",48886777,48890909,"vaccenic_acid","C03","AT1G30330.2","AT1G30330"," auxin response factor 6 ","scanone","GO:0003677;GO:0005634;GO:0009725;GO:0046983","DNA binding;nucleus;response to hormone;protein dimerization activity",29855026,53746996,158,158,137.5738833,175.6966444
"1138","BnaC03g59700D","BnaC03g59700D","chrC03",158.1912871,34769582,50238583,8.0724656543024,9.66958806429879,"chrC03",48972330,48981464,"Linolenic_acid","C03","AT1G30400.1","AT1G30400"," multidrug resistance-associated protein 1 ","scanone","GO:0000166;GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0017111;GO:0055085","nucleotide binding;ATP binding;transport;integral component of membrane;ATPase activity;nucleoside-triphosphatase activity;transmembrane transport",35231068,53755234,158.1912871,158.1912871,152.6891344,175.1003194
"1139","BnaC03g59700D","BnaC03g59700D","chrC03",158.1912871,34769582,50238583,8.0724656543024,9.66958806429879,"chrC03",48972330,48981464,"vaccenic_acid","C03","AT1G30400.1","AT1G30400"," multidrug resistance-associated protein 1 ","scanone","GO:0000166;GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0017111;GO:0055085","nucleotide binding;ATP binding;transport;integral component of membrane;ATPase activity;nucleoside-triphosphatase activity;transmembrane transport",29855026,53746996,158.1912871,158.1912871,137.5738833,175.6966444
"1140","BnaC03g59800D","BnaC03g59800D","chrC03",159,33515508,58241297,1.34227161076771,5.00799936124471,"chrC03",49059261,49061039,"Linolenic_acid","C03","AT3G23390.1","AT3G23390"," Zinc-binding ribosomal protein family protein ","scanone","GO:0003735;GO:0005622;GO:0005840;GO:0006412","structural constituent of ribosome;intracellular;ribosome;translation",35231068,53755234,159,159,152.6891344,175.1003194
"1141","BnaC03g59800D","BnaC03g59800D","chrC03",159,33515508,58241297,1.34227161076771,5.00799936124471,"chrC03",49059261,49061039,"vaccenic_acid","C03","AT3G23390.1","AT3G23390"," Zinc-binding ribosomal protein family protein ","scanone","GO:0003735;GO:0005622;GO:0005840;GO:0006412","structural constituent of ribosome;intracellular;ribosome;translation",29855026,53746996,159,159,137.5738833,175.6966444
"1142","BnaC03g59840D","BnaC03g59840D","chrC03",156,34772672,50238583,3.26101758856325,6.53295892362279,"chrC03",49069109,49070737,"Linolenic_acid","C03","AT4G14300.1","AT4G14300"," RNA-binding (RRM/RBD/RNP motifs) family protein ","scanone","GO:0000166;GO:0003676","nucleotide binding;nucleic acid binding",35231068,53755234,156,156,152.6891344,175.1003194
"1143","BnaC03g59840D","BnaC03g59840D","chrC03",156,34772672,50238583,3.26101758856325,6.53295892362279,"chrC03",49069109,49070737,"vaccenic_acid","C03","AT4G14300.1","AT4G14300"," RNA-binding (RRM/RBD/RNP motifs) family protein ","scanone","GO:0000166;GO:0003676","nucleotide binding;nucleic acid binding",29855026,53746996,156,156,137.5738833,175.6966444
"1144","BnaC03g59850D","BnaC03g59850D","chrC03",167.2602469,35231068,53442609,8.13031297907338,10.9166607159238,"chrC03",49074433,49078328,"Linolenic_acid","C03","AT4G14290.1","AT4G14290"," alpha/beta-Hydrolases superfamily protein ","scanone",NA,NA,35231068,53755234,167.2602469,167.2602469,152.6891344,175.1003194
"1145","BnaC03g59850D","BnaC03g59850D","chrC03",167.2602469,35231068,53442609,8.13031297907338,10.9166607159238,"chrC03",49074433,49078328,"vaccenic_acid","C03","AT4G14290.1","AT4G14290"," alpha/beta-Hydrolases superfamily protein ","scanone",NA,NA,29855026,53746996,167.2602469,167.2602469,137.5738833,175.6966444
"1146","BnaC03g59870D","BnaC03g59870D","chrC03",162,22421639,53442609,2.98224331612322,5.5899388147413,"chrC03",49112640,49119174,"Linolenic_acid","C03","AT1G51880.1","AT1G51880"," root hair specific 6 ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation",35231068,53755234,162,162,152.6891344,175.1003194
"1147","BnaC03g59870D","BnaC03g59870D","chrC03",162,22421639,53442609,2.98224331612322,5.5899388147413,"chrC03",49112640,49119174,"vaccenic_acid","C03","AT1G51880.1","AT1G51880"," root hair specific 6 ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;protein binding;ATP binding;protein phosphorylation",29855026,53746996,162,162,137.5738833,175.6966444
"1148","BnaC03g59920D","BnaC03g59920D","chrC03",158.1912871,43350715,50238583,10.9352125245958,14.9641987980042,"chrC03",49157786,49160214,"Linolenic_acid","C03","AT3G46100.1","AT3G46100"," Histidyl-tRNA synthetase 1 ","scanone","GO:0000166;GO:0004812;GO:0004821;GO:0005524;GO:0005737;GO:0006418;GO:0006427","nucleotide binding;aminoacyl-tRNA ligase activity;histidine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;histidyl-tRNA aminoacylation",35231068,53755234,158.1912871,158.1912871,152.6891344,175.1003194
"1149","BnaC03g59920D","BnaC03g59920D","chrC03",158.1912871,43350715,50238583,10.9352125245958,14.9641987980042,"chrC03",49157786,49160214,"vaccenic_acid","C03","AT3G46100.1","AT3G46100"," Histidyl-tRNA synthetase 1 ","scanone","GO:0000166;GO:0004812;GO:0004821;GO:0005524;GO:0005737;GO:0006418;GO:0006427","nucleotide binding;aminoacyl-tRNA ligase activity;histidine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;histidyl-tRNA aminoacylation",29855026,53746996,158.1912871,158.1912871,137.5738833,175.6966444
"1150","BnaC03g59960D","BnaC03g59960D","chrC03",165.8105114,47404826,53442609,10.0236742635376,13.2843285281854,"chrC03",49179933,49180217,"Linolenic_acid","C03",NA,NA,NA,"scanone",NA,NA,35231068,53755234,165.8105114,165.8105114,152.6891344,175.1003194
"1151","BnaC03g59960D","BnaC03g59960D","chrC03",165.8105114,47404826,53442609,10.0236742635376,13.2843285281854,"chrC03",49179933,49180217,"vaccenic_acid","C03",NA,NA,NA,"scanone",NA,NA,29855026,53746996,165.8105114,165.8105114,137.5738833,175.6966444
"1152","BnaC03g59980D","BnaC03g59980D","chrC03",158.1912871,35231068,53442609,6.03585436035314,9.42644203505358,"chrC03",49190170,49195243,"Linolenic_acid","C03","AT4G38380.1","AT4G38380"," MATE efflux family protein ","scanone","GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085","drug transmembrane transport;drug transmembrane transporter activity;antiporter activity;membrane;transmembrane transport",35231068,53755234,158.1912871,158.1912871,152.6891344,175.1003194
"1153","BnaC03g59980D","BnaC03g59980D","chrC03",158.1912871,35231068,53442609,6.03585436035314,9.42644203505358,"chrC03",49190170,49195243,"vaccenic_acid","C03","AT4G38380.1","AT4G38380"," MATE efflux family protein ","scanone","GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085","drug transmembrane transport;drug transmembrane transporter activity;antiporter activity;membrane;transmembrane transport",29855026,53746996,158.1912871,158.1912871,137.5738833,175.6966444
"1154","BnaC03g59990D","BnaC03g59990D","chrC03",163,43350715,53442609,4.32201423708565,5.93102349782814,"chrC03",49204529,49208426,"Linolenic_acid","C03","AT4G38470.1","AT4G38470"," ACT-like protein tyrosine kinase family protein ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0008152;GO:0016597","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation;metabolic process;amino acid binding",35231068,53755234,163,163,152.6891344,175.1003194
"1155","BnaC03g59990D","BnaC03g59990D","chrC03",163,43350715,53442609,4.32201423708565,5.93102349782814,"chrC03",49204529,49208426,"vaccenic_acid","C03","AT4G38470.1","AT4G38470"," ACT-like protein tyrosine kinase family protein ","scanone","GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0008152;GO:0016597","protein kinase activity;protein serine/threonine kinase activity;protein tyrosine kinase activity;ATP binding;protein phosphorylation;metabolic process;amino acid binding",29855026,53746996,163,163,137.5738833,175.6966444
"1156","BnaC03g60670D","BnaC03g60670D","chrC03",165,47404826,50238583,32.2660298111103,46.8559186246222,"chrC03",49775057,49776646,"Linolenic_acid","C03","AT4G39820.1","AT4G39820"," Tetratricopeptide repeat (TPR)-like superfamily protein ","scanone","GO:0005515","protein binding",35231068,53755234,165,165,152.6891344,175.1003194
"1157","BnaC03g60670D","BnaC03g60670D","chrC03",165,47404826,50238583,32.2660298111103,46.8559186246222,"chrC03",49775057,49776646,"vaccenic_acid","C03","AT4G39820.1","AT4G39820"," Tetratricopeptide repeat (TPR)-like superfamily protein ","scanone","GO:0005515","protein binding",29855026,53746996,165,165,137.5738833,175.6966444
"1158","BnaC03g60830D","BnaC03g60830D","chrC03",165,47404826,50238965,18.1237368711994,29.5152621358736,"chrC03",49973090,49974996,"Linolenic_acid","C03","AT4G39970.1","AT4G39970"," Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ","scanone","GO:0008152;GO:0016787","metabolic process;hydrolase activity",35231068,53755234,165,165,152.6891344,175.1003194
"1159","BnaC03g60830D","BnaC03g60830D","chrC03",165,47404826,50238965,18.1237368711994,29.5152621358736,"chrC03",49973090,49974996,"vaccenic_acid","C03","AT4G39970.1","AT4G39970"," Haloacid dehalogenase-like hydrolase (HAD) superfamily protein ","scanone","GO:0008152;GO:0016787","metabolic process;hydrolase activity",29855026,53746996,165,165,137.5738833,175.6966444
"1160","BnaC03g60860D","BnaC03g60860D","chrC03",165,47404826,50371054,16.7908196575317,25.0151555682961,"chrC03",49992196,49993382,"Linolenic_acid","C03",NA,NA,NA,"scanone","GO:0000976;GO:0003677;GO:0003700;GO:0005634;GO:0043565","transcription regulatory region sequence-specific DNA binding;DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;sequence-specific DNA binding",35231068,53755234,165,165,152.6891344,175.1003194
"1161","BnaC03g60860D","BnaC03g60860D","chrC03",165,47404826,50371054,16.7908196575317,25.0151555682961,"chrC03",49992196,49993382,"vaccenic_acid","C03",NA,NA,NA,"scanone","GO:0000976;GO:0003677;GO:0003700;GO:0005634;GO:0043565","transcription regulatory region sequence-specific DNA binding;DNA binding;transcription factor activity, sequence-specific DNA binding;nucleus;sequence-specific DNA binding",29855026,53746996,165,165,137.5738833,175.6966444
"1162","BnaC03g61020D","BnaC03g61020D","chrC03",166,50238583,50371054,39.6531854710298,43.8420094690794,"chrC03",50072073,50073374,"Linolenic_acid","C03","AT4G40080.1","AT4G40080"," ENTH/ANTH/VHS superfamily protein ","scanone","GO:0005543","phospholipid binding",35231068,53755234,166,166,152.6891344,175.1003194
"1163","BnaC03g61020D","BnaC03g61020D","chrC03",166,50238583,50371054,39.6531854710298,43.8420094690794,"chrC03",50072073,50073374,"vaccenic_acid","C03","AT4G40080.1","AT4G40080"," ENTH/ANTH/VHS superfamily protein ","scanone","GO:0005543","phospholipid binding",29855026,53746996,166,166,137.5738833,175.6966444
"1164","BnaC03g61040D","BnaC03g61040D","chrC03",167.2602469,35231068,53442609,2.96614354283203,4.94860664631035,"chrC03",50075195,50075931,"Linolenic_acid","C03","AT1G26290.1","AT1G26290"," unknown protein; Has 126 Blast hits to 112 proteins in 36 species: Archae - 0; Bacteria - 6; Metazoa - 14; Fungi - 3; Plants - 14; Viruses - 0; Other Eukaryotes - 89 (source: NCBI BLink). ","scanone",NA,NA,35231068,53755234,167.2602469,167.2602469,152.6891344,175.1003194
"1165","BnaC03g61040D","BnaC03g61040D","chrC03",167.2602469,35231068,53442609,2.96614354283203,4.94860664631035,"chrC03",50075195,50075931,"vaccenic_acid","C03","AT1G26290.1","AT1G26290"," unknown protein; Has 126 Blast hits to 112 proteins in 36 species: Archae - 0; Bacteria - 6; Metazoa - 14; Fungi - 3; Plants - 14; Viruses - 0; Other Eukaryotes - 89 (source: NCBI BLink). ","scanone",NA,NA,29855026,53746996,167.2602469,167.2602469,137.5738833,175.6966444
"1166","BnaC03g61060D","BnaC03g61060D","chrC03",163,35231068,56642249,3.08235485063601,4.94592448952087,"chrC03",50094421,50095755,"Linolenic_acid","C03","AT4G38100.1","AT4G38100"," unknown protein; LOCATED IN: chloroplast thylakoid membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G01150.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","scanone",NA,NA,35231068,53755234,163,163,152.6891344,175.1003194
"1167","BnaC03g61060D","BnaC03g61060D","chrC03",163,35231068,56642249,3.08235485063601,4.94592448952087,"chrC03",50094421,50095755,"vaccenic_acid","C03","AT4G38100.1","AT4G38100"," unknown protein; LOCATED IN: chloroplast thylakoid membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G01150.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). ","scanone",NA,NA,29855026,53746996,163,163,137.5738833,175.6966444
"1168","BnaC03g61070D","BnaC03g61070D","chrC03",163,47404826,50238965,8.0458914933443,9.67948036879454,"chrC03",50095939,50104248,"Linolenic_acid","C03","AT4G38070.1","AT4G38070"," basic helix-loop-helix (bHLH) DNA-binding superfamily protein ","scanone","GO:0046983","protein dimerization activity",35231068,53755234,163,163,152.6891344,175.1003194
"1169","BnaC03g61070D","BnaC03g61070D","chrC03",163,47404826,50238965,8.0458914933443,9.67948036879454,"chrC03",50095939,50104248,"vaccenic_acid","C03","AT4G38070.1","AT4G38070"," basic helix-loop-helix (bHLH) DNA-binding superfamily protein ","scanone","GO:0046983","protein dimerization activity",29855026,53746996,163,163,137.5738833,175.6966444
"1170","BnaC03g61090D","BnaC03g61090D","chrC03",166.0362528,47404826,53442609,7.8322803911158,9.18472306096566,"chrC03",50109349,50111398,"Linolenic_acid","C03","AT4G38040.1","AT4G38040"," Exostosin family protein ","scanone","GO:0016020","membrane",35231068,53755234,166.0362528,166.0362528,152.6891344,175.1003194
"1171","BnaC03g61090D","BnaC03g61090D","chrC03",166.0362528,47404826,53442609,7.8322803911158,9.18472306096566,"chrC03",50109349,50111398,"vaccenic_acid","C03","AT4G38040.1","AT4G38040"," Exostosin family protein ","scanone","GO:0016020","membrane",29855026,53746996,166.0362528,166.0362528,137.5738833,175.6966444
"1172","BnaC03g61110D","BnaC03g61110D","chrC03",168,47404826,53727555,6.81747382948115,8.84090706837202,"chrC03",50119954,50121612,"Linolenic_acid","C03","AT4G38010.1","AT4G38010"," Pentatricopeptide repeat (PPR-like) superfamily protein ","scanone",NA,NA,35231068,53755234,168,168,152.6891344,175.1003194
"1173","BnaC03g61110D","BnaC03g61110D","chrC03",168,47404826,53727555,6.81747382948115,8.84090706837202,"chrC03",50119954,50121612,"vaccenic_acid","C03","AT4G38010.1","AT4G38010"," Pentatricopeptide repeat (PPR-like) superfamily protein ","scanone",NA,NA,29855026,53746996,168,168,137.5738833,175.6966444
"1174","BnaC03g61160D","BnaC03g61160D","chrC03",164,35231068,53442609,3.46599551597763,4.99995725218905,"chrC03",50145220,50146561,"Linolenic_acid","C03","AT4G37925.1","AT4G37925"," subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex ","scanone","GO:0055114","oxidation-reduction process",35231068,53755234,164,164,152.6891344,175.1003194
"1175","BnaC03g61160D","BnaC03g61160D","chrC03",164,35231068,53442609,3.46599551597763,4.99995725218905,"chrC03",50145220,50146561,"vaccenic_acid","C03","AT4G37925.1","AT4G37925"," subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex ","scanone","GO:0055114","oxidation-reduction process",29855026,53746996,164,164,137.5738833,175.6966444
"1176","BnaC03g61200D","BnaC03g61200D","chrC03",165.8105114,47404826,56259623,2.65373465425003,5.52675291228917,"chrC03",50178279,50179646,"Linolenic_acid","C03",NA,NA,NA,"scanone","GO:0005515;GO:0008270","protein binding;zinc ion binding",35231068,53755234,165.8105114,165.8105114,152.6891344,175.1003194
"1177","BnaC03g61200D","BnaC03g61200D","chrC03",165.8105114,47404826,56259623,2.65373465425003,5.52675291228917,"chrC03",50178279,50179646,"vaccenic_acid","C03",NA,NA,NA,"scanone","GO:0005515;GO:0008270","protein binding;zinc ion binding",29855026,53746996,165.8105114,165.8105114,137.5738833,175.6966444
"1178","BnaC03g61240D","BnaC03g61240D","chrC03",167.2602469,43350715,56259623,2.87411003440528,5.14827913481448,"chrC03",50237813,50239351,"Linolenic_acid","C03","AT4G37820.1","AT4G37820"," unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G22795.1); Has 433572 Blast hits to 177005 proteins in 4263 species: Archae - 2016; Bacteria - 67591; Metazoa - 157995; Fungi - 49745; Plants - 22011; Viruses - 2192; Other Eukaryotes - 132022 (source: NCBI BLink). ","scanone",NA,NA,35231068,53755234,167.2602469,167.2602469,152.6891344,175.1003194
